business_id,business_type,date,source_category,activity,amount,unit,emission_factor,emissions_kgCO2e,scope
B0003,Supermarket,2024-10,waste,plastic_landfill,47.92,kg,2.5,119.8,Scope 3
B0003,Supermarket,2024-10,waste,paper_landfill,32.91,kg,1.0,32.91,Scope 3
B0003,Supermarket,2024-10,transport,car_diesel,54.4,km,0.201,10.9344,Scope 3
B0003,Supermarket,2024-10,transport,delivery_van,270.7,km,0.315,85.2705,Scope 3
B0003,Supermarket,2024-10,transport,car_petrol,28.5,km,0.225,6.4125000000000005,Scope 3
B0003,Supermarket,2024-10-01,water,water_supply,488.0,m3,0.344,167.872,Scope 3
B0003,Supermarket,2024-10-01,water,wastewater_unmanaged,366.0,m3,0.708,259.128,Scope 3
B0003,Bakery,2024-11,electricity,electricity_consumption,383.0,kWh,0.359,137.497,Scope 2
B0003,Supermarket,2024-11,waste,food_composting,23.89,kg,0.2,4.7780000000000005,Scope 3
B0003,Supermarket,2024-11,waste,plastic_recycling,87.38,kg,-0.4,-34.952,Scope 3
B0003,Supermarket,2024-11,waste,paper_landfill,42.3,kg,1.0,42.3,Scope 3
B0003,Supermarket,2024-11,transport,delivery_van,191.6,km,0.315,60.354,Scope 3
B0003,Supermarket,2024-11,transport,motorbike,51.8,km,0.112,5.8016,Scope 3
B0003,Supermarket,2024-11-01,water,water_supply,516.0,m3,0.344,177.504,Scope 3
B0003,Supermarket,2024-11-01,water,wastewater_unmanaged,387.0,m3,0.708,273.996,Scope 3
B0003,Bakery,2024-12,electricity,electricity_consumption,352.0,kWh,0.359,126.368,Scope 2
B0003,Supermarket,2024-12,waste,food_composting,95.03,kg,0.2,19.006,Scope 3
B0003,Supermarket,2024-12,waste,plastic_recycling,78.48,kg,-0.4,-31.392000000000003,Scope 3
B0003,Supermarket,2024-12,waste,paper_landfill,59.94,kg,1.0,59.94,Scope 3
B0003,Supermarket,2024-12,transport,car_diesel,290.6,km,0.201,58.41060000000001,Scope 3
B0003,Supermarket,2024-12,transport,motorbike,291.8,km,0.112,32.6816,Scope 3
B0003,Supermarket,2024-12,transport,car_petrol,218.3,km,0.225,49.11750000000001,Scope 3
B0003,Supermarket,2024-12,transport,delivery_van,15.8,km,0.315,4.977,Scope 3
B0003,Supermarket,2024-12-01,water,water_supply,481.0,m3,0.344,165.464,Scope 3
B0003,Supermarket,2024-12-01,water,wastewater_unmanaged,360.75,m3,0.708,255.411,Scope 3
B0004,Bakery,2024-01,electricity,electricity_consumption,405.0,kWh,0.359,145.395,Scope 2
B0004,Pharmacy,2024-01,transport,car_petrol,107.7,km,0.225,24.2325,Scope 3
B0004,Pharmacy,2024-01,transport,car_diesel,204.0,km,0.201,41.004000000000005,Scope 3
B0004,FuelStation,2024-01,commute,motorbike,2800.0,km,0.112,313.6,Scope 3
B0004,FuelStation,2024-01,commute,bus,6900.0,passenger-km,0.09,621.0,Scope 3
B0004,Bakery,2024-02,electricity,electricity_consumption,948.0,kWh,0.359,340.332,Scope 2
B0004,Pharmacy,2024-02,transport,bus,3342.0,passenger-km,0.09,300.78,Scope 3
B0004,Pharmacy,2024-02,transport,car_diesel,118.6,km,0.201,23.8386,Scope 3
B0004,Pharmacy,2024-02,transport,car_petrol,200.9,km,0.225,45.2025,Scope 3
B0004,Pharmacy,2024-02,transport,delivery_van,285.5,km,0.315,89.9325,Scope 3
B0004,Bakery,2024-03,electricity,electricity_consumption,940.0,kWh,0.359,337.46,Scope 2
B0004,Pharmacy,2024-03,transport,motorbike,197.9,km,0.112,22.1648,Scope 3
B0004,Pharmacy,2024-03,transport,delivery_van,18.8,km,0.315,5.922000000000001,Scope 3
B0004,Bakery,2024-04,electricity,electricity_consumption,668.0,kWh,0.359,239.812,Scope 2
B0004,Pharmacy,2024-04,transport,car_petrol,65.6,km,0.225,14.76,Scope 3
B0004,Pharmacy,2024-04,transport,motorbike,36.5,km,0.112,4.088,Scope 3
B0004,Pharmacy,2024-04,transport,delivery_van,94.7,km,0.315,29.8305,Scope 3
B0004,Bakery,2024-05,electricity,electricity_consumption,291.0,kWh,0.359,104.469,Scope 2
B0004,Pharmacy,2024-05,transport,car_petrol,44.9,km,0.225,10.1025,Scope 3
B0004,Pharmacy,2024-05,transport,delivery_van,246.4,km,0.315,77.616,Scope 3
B0004,Bakery,2024-06,electricity,electricity_consumption,174.0,kWh,0.359,62.466,Scope 2
B0004,Pharmacy,2024-06,transport,motorbike,218.4,km,0.112,24.460800000000003,Scope 3
B0004,Pharmacy,2024-06,transport,car_diesel,242.1,km,0.201,48.6621,Scope 3
B0004,Bakery,2024-07,electricity,electricity_consumption,512.0,kWh,0.359,183.808,Scope 2
B0004,Pharmacy,2024-07,transport,car_diesel,52.2,km,0.201,10.4922,Scope 3
B0004,Pharmacy,2024-07,transport,bus,1357.1999999999998,passenger-km,0.09,122.148,Scope 3
B0004,Pharmacy,2024-07,transport,delivery_van,59.2,km,0.315,18.648,Scope 3
B0004,Bakery,2024-08,electricity,electricity_consumption,430.0,kWh,0.359,154.37,Scope 2
B0004,Pharmacy,2024-08,transport,bus,53.4,passenger-km,0.09,4.806,Scope 3
B0004,Pharmacy,2024-08,transport,car_diesel,235.6,km,0.201,47.3556,Scope 3
B0004,Bakery,2024-09,electricity,electricity_consumption,490.0,kWh,0.359,175.91,Scope 2
B0004,Pharmacy,2024-09,transport,car_petrol,111.6,km,0.225,25.11,Scope 3
B0004,Pharmacy,2024-09,transport,car_diesel,77.1,km,0.201,15.4971,Scope 3
B0004,Bakery,2024-10,electricity,electricity_consumption,479.0,kWh,0.359,171.961,Scope 2
B0004,Pharmacy,2024-10,transport,car_diesel,181.1,km,0.201,36.4011,Scope 3
B0004,Pharmacy,2024-10,transport,car_petrol,282.0,km,0.225,63.45,Scope 3
B0004,Pharmacy,2024-10,transport,delivery_van,21.5,km,0.315,6.7725,Scope 3
B0004,Bakery,2024-11,electricity,electricity_consumption,342.0,kWh,0.359,122.778,Scope 2
B0004,Pharmacy,2024-11,transport,car_petrol,18.7,km,0.225,4.2075,Scope 3
B0004,Pharmacy,2024-11,transport,bus,2327.4,passenger-km,0.09,209.466,Scope 3
B0004,Bakery,2024-12,electricity,electricity_consumption,695.0,kWh,0.359,249.505,Scope 2
B0004,Pharmacy,2024-12,transport,bus,1428.8,passenger-km,0.09,128.592,Scope 3
B0004,Pharmacy,2024-12,transport,car_diesel,85.9,km,0.201,17.265900000000002,Scope 3
B0004,Pharmacy,2024-12,transport,delivery_van,231.7,km,0.315,72.9855,Scope 3
B0005,Bakery,2024-01,electricity,electricity_consumption,379.0,kWh,0.359,136.061,Scope 2
B0005,FuelStation,2024-01,transport,bus,1457.5,passenger-km,0.09,131.175,Scope 3
B0005,FuelStation,2024-01,transport,car_diesel,34.0,km,0.201,6.8340000000000005,Scope 3
B0005,FuelStation,2024-01,transport,delivery_van,109.6,km,0.315,34.524,Scope 3
B0005,Bakery,2024-02,electricity,electricity_consumption,314.0,kWh,0.359,112.726,Scope 2
B0005,FuelStation,2024-02,transport,motorbike,187.2,km,0.112,20.9664,Scope 3
B0005,FuelStation,2024-02,transport,car_diesel,34.0,km,0.201,6.8340000000000005,Scope 3
B0005,Bakery,2024-03,electricity,electricity_consumption,813.0,kWh,0.359,291.867,Scope 2
B0005,FuelStation,2024-03,transport,motorbike,172.7,km,0.112,19.3424,Scope 3
B0005,FuelStation,2024-03,transport,car_petrol,84.1,km,0.225,18.9225,Scope 3
B0005,FuelStation,2024-03,transport,bus,853.8000000000001,passenger-km,0.09,76.842,Scope 3
B0005,Bakery,2024-04,electricity,electricity_consumption,526.0,kWh,0.359,188.834,Scope 2
B0005,FuelStation,2024-04,transport,car_diesel,263.5,km,0.201,52.9635,Scope 3
B0005,FuelStation,2024-04,transport,motorbike,145.4,km,0.112,16.2848,Scope 3
B0005,FuelStation,2024-04,transport,bus,230.0,passenger-km,0.09,20.7,Scope 3
B0005,Bakery,2024-05,electricity,electricity_consumption,361.0,kWh,0.359,129.599,Scope 2
B0005,FuelStation,2024-05,transport,motorbike,106.2,km,0.112,11.8944,Scope 3
B0005,FuelStation,2024-05,transport,bus,923.5,passenger-km,0.09,83.115,Scope 3
B0005,FuelStation,2024-05,transport,delivery_van,118.7,km,0.315,37.3905,Scope 3
B0005,FuelStation,2024-05,transport,car_petrol,258.0,km,0.225,58.05,Scope 3
B0005,Bakery,2024-06,electricity,electricity_consumption,353.0,kWh,0.359,126.727,Scope 2
B0005,FuelStation,2024-06,transport,car_petrol,97.1,km,0.225,21.8475,Scope 3
B0005,FuelStation,2024-06,transport,delivery_van,267.6,km,0.315,84.29400000000001,Scope 3
B0005,FuelStation,2024-06,transport,car_diesel,114.8,km,0.201,23.0748,Scope 3
B0005,FuelStation,2024-06,transport,motorbike,103.1,km,0.112,11.5472,Scope 3
B0005,Bakery,2024-07,electricity,electricity_consumption,664.0,kWh,0.359,238.376,Scope 2
B0005,FuelStation,2024-07,transport,car_diesel,196.9,km,0.201,39.5769,Scope 3
B0005,FuelStation,2024-07,transport,delivery_van,67.7,km,0.315,21.3255,Scope 3
B0005,Bakery,2024-08,electricity,electricity_consumption,249.0,kWh,0.359,89.391,Scope 2
B0005,FuelStation,2024-08,transport,motorbike,190.0,km,0.112,21.28,Scope 3
B0005,FuelStation,2024-08,transport,car_petrol,136.5,km,0.225,30.7125,Scope 3
B0005,Bakery,2024-09,electricity,electricity_consumption,647.0,kWh,0.359,232.273,Scope 2
B0005,FuelStation,2024-09,transport,motorbike,181.7,km,0.112,20.3504,Scope 3
B0005,FuelStation,2024-09,transport,bus,522.0,passenger-km,0.09,46.98,Scope 3
B0005,FuelStation,2024-09,transport,car_diesel,166.9,km,0.201,33.5469,Scope 3
B0005,Bakery,2024-10,electricity,electricity_consumption,651.0,kWh,0.359,233.709,Scope 2
B0005,FuelStation,2024-10,transport,car_petrol,238.6,km,0.225,53.685,Scope 3
B0005,FuelStation,2024-10,transport,delivery_van,283.0,km,0.315,89.145,Scope 3
B0005,Bakery,2024-11,electricity,electricity_consumption,510.0,kWh,0.359,183.09,Scope 2
B0005,FuelStation,2024-11,transport,bus,91.7,passenger-km,0.09,8.253,Scope 3
B0005,FuelStation,2024-11,transport,motorbike,21.4,km,0.112,2.3968,Scope 3
B0005,Bakery,2024-12,electricity,electricity_consumption,254.0,kWh,0.359,91.186,Scope 2
B0005,FuelStation,2024-12,transport,bus,679.5,passenger-km,0.09,61.155,Scope 3
B0005,FuelStation,2024-12,transport,motorbike,275.7,km,0.112,30.8784,Scope 3
B0005,FuelStation,2024-12,transport,car_diesel,58.5,km,0.201,11.758500000000002,Scope 3
B0005,FuelStation,2024-12,transport,car_petrol,275.6,km,0.225,62.010000000000005,Scope 3
B0006,Bakery,2024-01,electricity,electricity_consumption,364.0,kWh,0.359,130.676,Scope 2
B0006,Bakery,2024-02,electricity,electricity_consumption,444.0,kWh,0.359,159.396,Scope 2
B0006,Bakery,2024-03,electricity,electricity_consumption,385.0,kWh,0.359,138.215,Scope 2
B0006,Bakery,2024-04,electricity,electricity_consumption,817.0,kWh,0.359,293.303,Scope 2
B0006,Bakery,2024-05,electricity,electricity_consumption,425.0,kWh,0.359,152.575,Scope 2
B0006,Bakery,2024-06,electricity,electricity_consumption,395.0,kWh,0.359,141.805,Scope 2
B0006,Bakery,2024-07,electricity,electricity_consumption,341.0,kWh,0.359,122.419,Scope 2
B0006,Bakery,2024-08,electricity,electricity_consumption,213.0,kWh,0.359,76.467,Scope 2
B0006,Bakery,2024-09,electricity,electricity_consumption,440.0,kWh,0.359,157.96,Scope 2
B0006,Bakery,2024-10,electricity,electricity_consumption,316.0,kWh,0.359,113.444,Scope 2
B0006,Bakery,2024-11,electricity,electricity_consumption,539.0,kWh,0.359,193.501,Scope 2
B0006,Bakery,2024-12,electricity,electricity_consumption,393.0,kWh,0.359,141.087,Scope 2
B0007,Bakery,2024-01,electricity,electricity_consumption,700.0,kWh,0.359,251.3,Scope 2
B0007,Bakery,2024-02,electricity,electricity_consumption,538.0,kWh,0.359,193.142,Scope 2
B0007,Bakery,2024-03,electricity,electricity_consumption,348.0,kWh,0.359,124.932,Scope 2
B0007,Bakery,2024-04,electricity,electricity_consumption,208.0,kWh,0.359,74.672,Scope 2
B0007,Bakery,2024-05,electricity,electricity_consumption,796.0,kWh,0.359,285.764,Scope 2
B0007,Bakery,2024-06,electricity,electricity_consumption,203.0,kWh,0.359,72.877,Scope 2
B0007,Bakery,2024-07,electricity,electricity_consumption,418.0,kWh,0.359,150.062,Scope 2
B0007,Bakery,2024-08,electricity,electricity_consumption,650.0,kWh,0.359,233.35,Scope 2
B0007,Bakery,2024-09,electricity,electricity_consumption,512.0,kWh,0.359,183.808,Scope 2
B0007,Bakery,2024-10,electricity,electricity_consumption,197.0,kWh,0.359,70.723,Scope 2
B0007,Bakery,2024-11,electricity,electricity_consumption,166.0,kWh,0.359,59.594,Scope 2
B0007,Bakery,2024-12,electricity,electricity_consumption,478.0,kWh,0.359,171.602,Scope 2
B0008,Bakery,2024-01,electricity,electricity_consumption,344.0,kWh,0.359,123.496,Scope 2
B0008,Bakery,2024-02,electricity,electricity_consumption,325.0,kWh,0.359,116.675,Scope 2
B0008,Bakery,2024-03,electricity,electricity_consumption,862.0,kWh,0.359,309.458,Scope 2
B0008,Bakery,2024-04,electricity,electricity_consumption,526.0,kWh,0.359,188.834,Scope 2
B0008,Bakery,2024-05,electricity,electricity_consumption,483.0,kWh,0.359,173.397,Scope 2
B0008,Bakery,2024-06,electricity,electricity_consumption,660.0,kWh,0.359,236.94,Scope 2
B0008,Bakery,2024-07,electricity,electricity_consumption,733.0,kWh,0.359,263.147,Scope 2
B0008,Bakery,2024-08,electricity,electricity_consumption,582.0,kWh,0.359,208.938,Scope 2
B0008,Bakery,2024-09,electricity,electricity_consumption,753.0,kWh,0.359,270.327,Scope 2
B0008,Bakery,2024-10,electricity,electricity_consumption,320.0,kWh,0.359,114.88,Scope 2
B0008,Bakery,2024-11,electricity,electricity_consumption,807.0,kWh,0.359,289.713,Scope 2
B0008,Bakery,2024-12,electricity,electricity_consumption,663.0,kWh,0.359,238.017,Scope 2
B0009,Bakery,2024-01,electricity,electricity_consumption,557.0,kWh,0.359,199.963,Scope 2
B0009,Bakery,2024-02,electricity,electricity_consumption,318.0,kWh,0.359,114.162,Scope 2
B0009,Bakery,2024-03,electricity,electricity_consumption,512.0,kWh,0.359,183.808,Scope 2
B0009,Bakery,2024-04,electricity,electricity_consumption,569.0,kWh,0.359,204.271,Scope 2
B0009,Bakery,2024-05,electricity,electricity_consumption,800.0,kWh,0.359,287.2,Scope 2
B0009,Bakery,2024-06,electricity,electricity_consumption,124.0,kWh,0.359,44.516,Scope 2
B0009,Bakery,2024-07,electricity,electricity_consumption,255.0,kWh,0.359,91.545,Scope 2
B0009,Bakery,2024-08,electricity,electricity_consumption,585.0,kWh,0.359,210.015,Scope 2
B0009,Bakery,2024-09,electricity,electricity_consumption,143.0,kWh,0.359,51.337,Scope 2
B0009,Bakery,2024-10,electricity,electricity_consumption,247.0,kWh,0.359,88.673,Scope 2
B0009,Bakery,2024-11,electricity,electricity_consumption,364.0,kWh,0.359,130.676,Scope 2
B0009,Bakery,2024-12,electricity,electricity_consumption,760.0,kWh,0.359,272.84,Scope 2
B001,Bakery,2024-01,fuel,diesel,302.0,liter,2.68,809.36,Scope 1
B001,Bakery,2024-02,fuel,diesel,379.0,liter,2.68,1015.72,Scope 1
B001,Bakery,2024-03,fuel,diesel,292.0,liter,2.68,782.5600000000001,Scope 1
B0010,Bakery,2024-01,electricity,electricity_consumption,592.0,kWh,0.359,212.528,Scope 2
B0010,Bakery,2024-02,electricity,electricity_consumption,142.0,kWh,0.359,50.978,Scope 2
B0010,Bakery,2024-03,electricity,electricity_consumption,708.0,kWh,0.359,254.172,Scope 2
B0010,Bakery,2024-04,electricity,electricity_consumption,334.0,kWh,0.359,119.906,Scope 2
B0010,Bakery,2024-05,electricity,electricity_consumption,797.0,kWh,0.359,286.123,Scope 2
B0010,Bakery,2024-06,electricity,electricity_consumption,321.0,kWh,0.359,115.239,Scope 2
B0010,Bakery,2024-07,electricity,electricity_consumption,507.0,kWh,0.359,182.013,Scope 2
B0010,Bakery,2024-08,electricity,electricity_consumption,436.0,kWh,0.359,156.524,Scope 2
B0010,Bakery,2024-09,electricity,electricity_consumption,505.0,kWh,0.359,181.295,Scope 2
B0010,Bakery,2024-10,electricity,electricity_consumption,509.0,kWh,0.359,182.731,Scope 2
B0010,Bakery,2024-11,electricity,electricity_consumption,546.0,kWh,0.359,196.014,Scope 2
B0010,Bakery,2024-12,electricity,electricity_consumption,834.0,kWh,0.359,299.406,Scope 2
B0011,Supermarket,2024-01,electricity,electricity_consumption,655.0,kWh,0.359,235.145,Scope 2
B0011,Supermarket,2024-02,electricity,electricity_consumption,1961.0,kWh,0.359,703.999,Scope 2
B0011,Supermarket,2024-03,electricity,electricity_consumption,2109.0,kWh,0.359,757.131,Scope 2
B0011,Supermarket,2024-04,electricity,electricity_consumption,1292.0,kWh,0.359,463.828,Scope 2
B0011,Supermarket,2024-05,electricity,electricity_consumption,631.0,kWh,0.359,226.529,Scope 2
B0011,Supermarket,2024-06,electricity,electricity_consumption,663.0,kWh,0.359,238.017,Scope 2
B0011,Supermarket,2024-07,electricity,electricity_consumption,1323.0,kWh,0.359,474.957,Scope 2
B0011,Supermarket,2024-08,electricity,electricity_consumption,1580.0,kWh,0.359,567.22,Scope 2
B0011,Supermarket,2024-09,electricity,electricity_consumption,533.0,kWh,0.359,191.347,Scope 2
B0011,Supermarket,2024-10,electricity,electricity_consumption,1598.0,kWh,0.359,573.682,Scope 2
B0011,Supermarket,2024-11,electricity,electricity_consumption,708.0,kWh,0.359,254.172,Scope 2
B0011,Supermarket,2024-12,electricity,electricity_consumption,2132.0,kWh,0.359,765.388,Scope 2
B0012,Supermarket,2024-01,electricity,electricity_consumption,1464.0,kWh,0.359,525.576,Scope 2
B0012,Supermarket,2024-02,electricity,electricity_consumption,315.0,kWh,0.359,113.085,Scope 2
B0012,Supermarket,2024-03,electricity,electricity_consumption,1289.0,kWh,0.359,462.751,Scope 2
B0012,Supermarket,2024-04,electricity,electricity_consumption,1586.0,kWh,0.359,569.374,Scope 2
B0012,Supermarket,2024-05,electricity,electricity_consumption,1993.0,kWh,0.359,715.487,Scope 2
B0012,Supermarket,2024-06,electricity,electricity_consumption,677.0,kWh,0.359,243.043,Scope 2
B0012,Supermarket,2024-07,electricity,electricity_consumption,667.0,kWh,0.359,239.453,Scope 2
B0012,Supermarket,2024-08,electricity,electricity_consumption,922.0,kWh,0.359,330.998,Scope 2
B0012,Supermarket,2024-09,electricity,electricity_consumption,1659.0,kWh,0.359,595.581,Scope 2
B0012,Supermarket,2024-10,electricity,electricity_consumption,1522.0,kWh,0.359,546.398,Scope 2
B0012,Supermarket,2024-11,electricity,electricity_consumption,2057.0,kWh,0.359,738.463,Scope 2
B0012,Supermarket,2024-12,electricity,electricity_consumption,1690.0,kWh,0.359,606.71,Scope 2
B0013,Supermarket,2024-01,electricity,electricity_consumption,2493.0,kWh,0.359,894.987,Scope 2
B0013,Supermarket,2024-02,electricity,electricity_consumption,2843.0,kWh,0.359,1020.637,Scope 2
B0013,Supermarket,2024-03,electricity,electricity_consumption,555.0,kWh,0.359,199.245,Scope 2
B0013,Supermarket,2024-04,electricity,electricity_consumption,688.0,kWh,0.359,246.992,Scope 2
B0013,Supermarket,2024-05,electricity,electricity_consumption,1859.0,kWh,0.359,667.381,Scope 2
B0013,Supermarket,2024-06,electricity,electricity_consumption,1724.0,kWh,0.359,618.916,Scope 2
B0013,Supermarket,2024-07,electricity,electricity_consumption,619.0,kWh,0.359,222.221,Scope 2
B0013,Supermarket,2024-08,electricity,electricity_consumption,861.0,kWh,0.359,309.099,Scope 2
B0013,Supermarket,2024-09,electricity,electricity_consumption,1876.0,kWh,0.359,673.484,Scope 2
B0013,Supermarket,2024-10,electricity,electricity_consumption,2069.0,kWh,0.359,742.771,Scope 2
B0013,Supermarket,2024-11,electricity,electricity_consumption,1163.0,kWh,0.359,417.517,Scope 2
B0013,Supermarket,2024-12,electricity,electricity_consumption,1233.0,kWh,0.359,442.647,Scope 2
B0014,Supermarket,2024-01,electricity,electricity_consumption,1471.0,kWh,0.359,528.089,Scope 2
B0014,Supermarket,2024-02,electricity,electricity_consumption,2624.0,kWh,0.359,942.016,Scope 2
B0014,Supermarket,2024-03,electricity,electricity_consumption,2531.0,kWh,0.359,908.629,Scope 2
B0014,Supermarket,2024-04,electricity,electricity_consumption,1346.0,kWh,0.359,483.214,Scope 2
B0014,Supermarket,2024-05,electricity,electricity_consumption,1788.0,kWh,0.359,641.892,Scope 2
B0014,Supermarket,2024-06,electricity,electricity_consumption,1139.0,kWh,0.359,408.901,Scope 2
B0014,Supermarket,2024-07,electricity,electricity_consumption,1959.0,kWh,0.359,703.281,Scope 2
B0014,Supermarket,2024-08,electricity,electricity_consumption,941.0,kWh,0.359,337.819,Scope 2
B0014,Supermarket,2024-09,electricity,electricity_consumption,577.0,kWh,0.359,207.143,Scope 2
B0014,Supermarket,2024-10,electricity,electricity_consumption,2325.0,kWh,0.359,834.675,Scope 2
B0014,Supermarket,2024-11,electricity,electricity_consumption,1859.0,kWh,0.359,667.381,Scope 2
B0014,Supermarket,2024-12,electricity,electricity_consumption,1769.0,kWh,0.359,635.071,Scope 2
B0015,Supermarket,2024-01,electricity,electricity_consumption,523.0,kWh,0.359,187.757,Scope 2
B0015,Supermarket,2024-02,electricity,electricity_consumption,2059.0,kWh,0.359,739.181,Scope 2
B0015,Supermarket,2024-03,electricity,electricity_consumption,945.0,kWh,0.359,339.255,Scope 2
B0015,Supermarket,2024-04,electricity,electricity_consumption,1558.0,kWh,0.359,559.322,Scope 2
B0015,Supermarket,2024-05,electricity,electricity_consumption,2574.0,kWh,0.359,924.066,Scope 2
B0015,Supermarket,2024-06,electricity,electricity_consumption,1353.0,kWh,0.359,485.727,Scope 2
B0015,Supermarket,2024-07,electricity,electricity_consumption,915.0,kWh,0.359,328.485,Scope 2
B0015,Supermarket,2024-08,electricity,electricity_consumption,1616.0,kWh,0.359,580.144,Scope 2
B0015,Supermarket,2024-09,electricity,electricity_consumption,1035.0,kWh,0.359,371.565,Scope 2
B0015,Supermarket,2024-10,electricity,electricity_consumption,813.0,kWh,0.359,291.867,Scope 2
B0015,Supermarket,2024-11,electricity,electricity_consumption,1721.0,kWh,0.359,617.839,Scope 2
B0015,Supermarket,2024-12,electricity,electricity_consumption,1265.0,kWh,0.359,454.135,Scope 2
B0016,Supermarket,2024-01,electricity,electricity_consumption,1870.0,kWh,0.359,671.33,Scope 2
B0016,Supermarket,2024-02,electricity,electricity_consumption,2633.0,kWh,0.359,945.247,Scope 2
B0016,Supermarket,2024-03,electricity,electricity_consumption,1192.0,kWh,0.359,427.928,Scope 2
B0016,Supermarket,2024-04,electricity,electricity_consumption,510.0,kWh,0.359,183.09,Scope 2
B0016,Supermarket,2024-05,electricity,electricity_consumption,809.0,kWh,0.359,290.431,Scope 2
B0016,Supermarket,2024-06,electricity,electricity_consumption,792.0,kWh,0.359,284.328,Scope 2
B0016,Supermarket,2024-07,electricity,electricity_consumption,983.0,kWh,0.359,352.897,Scope 2
B0016,Supermarket,2024-08,electricity,electricity_consumption,2437.0,kWh,0.359,874.883,Scope 2
B0016,Supermarket,2024-09,electricity,electricity_consumption,842.0,kWh,0.359,302.278,Scope 2
B0016,Supermarket,2024-10,electricity,electricity_consumption,2098.0,kWh,0.359,753.182,Scope 2
B0016,Supermarket,2024-11,electricity,electricity_consumption,1999.0,kWh,0.359,717.641,Scope 2
B0016,Supermarket,2024-12,electricity,electricity_consumption,1007.0,kWh,0.359,361.513,Scope 2
B0017,Supermarket,2024-01,electricity,electricity_consumption,1051.0,kWh,0.359,377.309,Scope 2
B0017,Supermarket,2024-02,electricity,electricity_consumption,835.0,kWh,0.359,299.765,Scope 2
B0017,Supermarket,2024-03,electricity,electricity_consumption,1938.0,kWh,0.359,695.742,Scope 2
B0017,Supermarket,2024-04,electricity,electricity_consumption,1439.0,kWh,0.359,516.601,Scope 2
B0017,Supermarket,2024-05,electricity,electricity_consumption,1634.0,kWh,0.359,586.606,Scope 2
B0017,Supermarket,2024-06,electricity,electricity_consumption,2087.0,kWh,0.359,749.233,Scope 2
B0017,Supermarket,2024-07,electricity,electricity_consumption,434.0,kWh,0.359,155.806,Scope 2
B0017,Supermarket,2024-08,electricity,electricity_consumption,639.0,kWh,0.359,229.401,Scope 2
B0017,Supermarket,2024-09,electricity,electricity_consumption,1097.0,kWh,0.359,393.823,Scope 2
B0017,Supermarket,2024-10,electricity,electricity_consumption,2143.0,kWh,0.359,769.337,Scope 2
B0017,Supermarket,2024-11,electricity,electricity_consumption,1702.0,kWh,0.359,611.018,Scope 2
B0017,Supermarket,2024-12,electricity,electricity_consumption,801.0,kWh,0.359,287.559,Scope 2
B0018,Supermarket,2024-01,electricity,electricity_consumption,2167.0,kWh,0.359,777.953,Scope 2
B0018,Supermarket,2024-02,electricity,electricity_consumption,1221.0,kWh,0.359,438.339,Scope 2
B0018,Supermarket,2024-03,electricity,electricity_consumption,2496.0,kWh,0.359,896.064,Scope 2
B0018,Supermarket,2024-04,electricity,electricity_consumption,1524.0,kWh,0.359,547.116,Scope 2
B0018,Supermarket,2024-05,electricity,electricity_consumption,474.0,kWh,0.359,170.166,Scope 2
B0018,Supermarket,2024-06,electricity,electricity_consumption,2176.0,kWh,0.359,781.184,Scope 2
B0018,Supermarket,2024-07,electricity,electricity_consumption,2089.0,kWh,0.359,749.951,Scope 2
B0018,Supermarket,2024-08,electricity,electricity_consumption,1533.0,kWh,0.359,550.347,Scope 2
B0018,Supermarket,2024-09,electricity,electricity_consumption,1670.0,kWh,0.359,599.53,Scope 2
B0018,Supermarket,2024-10,electricity,electricity_consumption,1003.0,kWh,0.359,360.077,Scope 2
B0018,Supermarket,2024-11,electricity,electricity_consumption,458.0,kWh,0.359,164.422,Scope 2
B0018,Supermarket,2024-12,electricity,electricity_consumption,1865.0,kWh,0.359,669.535,Scope 2
B0019,Supermarket,2024-01,electricity,electricity_consumption,681.0,kWh,0.359,244.479,Scope 2
B0019,Supermarket,2024-02,electricity,electricity_consumption,1416.0,kWh,0.359,508.344,Scope 2
B0019,Supermarket,2024-03,electricity,electricity_consumption,1061.0,kWh,0.359,380.899,Scope 2
B0019,Supermarket,2024-04,electricity,electricity_consumption,464.0,kWh,0.359,166.576,Scope 2
B0019,Supermarket,2024-05,electricity,electricity_consumption,1901.0,kWh,0.359,682.459,Scope 2
B0019,Supermarket,2024-06,electricity,electricity_consumption,2321.0,kWh,0.359,833.239,Scope 2
B0019,Supermarket,2024-07,electricity,electricity_consumption,891.0,kWh,0.359,319.869,Scope 2
B0019,Supermarket,2024-08,electricity,electricity_consumption,1630.0,kWh,0.359,585.17,Scope 2
B0019,Supermarket,2024-09,electricity,electricity_consumption,769.0,kWh,0.359,276.071,Scope 2
B0019,Supermarket,2024-10,electricity,electricity_consumption,2078.0,kWh,0.359,746.002,Scope 2
B0019,Supermarket,2024-11,electricity,electricity_consumption,1235.0,kWh,0.359,443.365,Scope 2
B0019,Supermarket,2024-12,electricity,electricity_consumption,507.0,kWh,0.359,182.013,Scope 2
B002,Restaurant,2024-01,fuel,LPG,74.0,kg,3.01,222.74,Scope 1
B002,Restaurant,2024-01,fuel,petrol,27.0,liter,2.33,62.91,Scope 1
B002,Restaurant,2024-02,fuel,LPG,120.0,kg,3.01,361.2,Scope 1
B002,Restaurant,2024-02,fuel,petrol,40.0,liter,2.33,93.2,Scope 1
B002,Restaurant,2024-03,fuel,LPG,98.0,kg,3.01,294.98,Scope 1
